,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
555,Mertank,Breathe easy,LEGENDARY,mertank,null,null,0,0,Moisty Merman,null,0,0.00,null,null,null,BACKBLING,RELEASED
556,Mic Drop,We're done here.,RARE,mic-drop,null,null,7,46,null,null,0,0.00,null,null,null,DANCE,RELEASED
557,Midfield Maestro,Represent your country in style!,RARE,midfield-maestro,midfield-maestro,midfield-maestro,0,0,null,null,1200,0.00,null,null,Goalbound Set,OUTFIT,RELEASED
558,Midnight Ops,Strike by night.,RARE,midnight-ops,midnight-ops,midnight-ops,0,0,null,null,1200,0.00,null,null,Stealth Syndicate Set,OUTFIT,RELEASED
559,Mime Time,Please take me seriously,RARE,mime-time,null,null,0,0,null,null,0,0.00,null,null,null,DANCE,RELEASED
560,Minigun,Concept art,UNCOMMON,minigun,minigun,null,3,60,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
561,Mission Specialist,All systems go.,EPIC,mission-specialist,mission-specialist,null,3,1,null,null,0,0.00,null,null,Space Explorers Set,OUTFIT,RELEASED
562,Mistletoe,Express yourself on the battlefield,UNCOMMON,mistletoe,null,null,7,6,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
563,Mittens,Express yourself on the battlefiedl,UNCOMMON,mittens,null,null,7,46,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
564,Modern,A bold addition to your gliding repertoire.,UNCOMMON,modern,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
565,Mogul Master,Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master,mogul-master,mogul-master,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
566,Mogul Master (CAN),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-can,mogul-master-can,mogul-master-can,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
567,Mogul Master (CHN),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-chn,mogul-master-chn,mogul-master-chn,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
568,Mogul Master (FRA),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-fra,mogul-master-fra,mogul-master-fra,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
569,Mogul Master (GBR),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-gbr,mogul-master-gbr,mogul-master-gbr,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
570,Mogul Master (GER),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-ger,mogul-master-ger,mogul-master-ger,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
571,Mogul Master (KOR),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-kor,mogul-master-kor,mogul-master-kor,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
572,Mogul Master (USA),Winter ski outfits represent some of the countries with most Fortnite players.,EPIC,mogul-master-usa,mogul-master-usa,mogul-master-usa,0,0,null,null,1500,0.00,null,null,Winter Ski Set,OUTFIT,RELEASED
573,Mogul Ski Bag,Ski combat readiness backpack.,EPIC,mogul-ski-bag,null,null,0,0,Mogul Master,null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
574,Mogul Ski Bag (CAN),Ski combat readiness backpack.,EPIC,mogul-ski-bag-can,null,null,0,0,Mogul Master (CAN),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
575,Mogul Ski Bag (CHN),Ski combat readiness backpack.,EPIC,mogul-ski-bag-chn,null,null,0,0,Mogul Master (CHN),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
576,Mogul Ski Bag (FRA),Ski combat readiness backpack.,EPIC,mogul-ski-bag-fra,null,null,0,0,Mogul Master (FRA),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
577,Mogul Ski Bag (GBR),Ski combat readiness backpack.,EPIC,mogul-ski-bag-gbr,null,null,0,0,Mogul Master (GBR),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
578,Mogul Ski Bag (GER),Ski combat readiness backpack.,EPIC,mogul-ski-bag-ger,null,null,0,0,Mogul Master (GER),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
579,Mogul Ski Bag (KOR),Ski combat readiness backpack.,EPIC,mogul-ski-bag-kor,null,null,0,0,Mogul Master (KOR),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
580,Mogul Ski Bag (USA),Ski combat readiness backpack.,EPIC,mogul-ski-bag-usa,null,null,0,0,Mogul Master (USA),null,0,0.00,null,null,Winter Ski Set,BACKBLING,RELEASED
581,Moisty Merman,From the Moisty Depths of... the backlot of Studio B.,LEGENDARY,moisty-merman,moisty-merman,moisty-merman,0,0,null,null,2000,0.00,null,null,null,OUTFIT,RELEASED
582,Moniker,Make a name for yourself.,RARE,moniker,moniker,moniker,0,0,null,null,1200,0.00,null,null,Sharp Style Set,OUTFIT,RELEASED
583,Moonrise,Strike at midnight.,EPIC,moonrise,null,null,0,0,null,null,1200,0.00,null,null,Nite Coven Set,HARVESTINGTOOL,RELEASED
584,Moonwalker,Boldy going for victory.,EPIC,moonwalker,moonwalker,null,3,55,null,null,0,0.00,null,null,Space Explorers Set,OUTFIT,RELEASED
585,Moth ,Leave your mark.,UNCOMMON,moth,null,null,7,44,null,null,0,0.00,null,null,null,SPRAY,RELEASED
586,Mouldering Cloak,"Ragged and worn, from days long gone.",EPIC,mouldering-cloak,null,null,0,0,null,null,0,0.00,null,null,Pumpkin Patch,BACKBLING,RELEASED
587,Mullet Marauder,Totally. Totally radical.,EPIC,mullet-marauder,mullet-marauder,mullet-marauder,0,0,null,null,1500,0.00,null,null,Spandex Squad Set,OUTFIT,RELEASED
588,Munition Expert,Rare Munitions Expert outfit.,RARE,munition-expert,munition-expert,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
589,Musha,A fearless and noble warrior.,LEGENDARY,musha,null,musha,0,0,null,null,2000,0.00,null,Musha Style,Bushido Set,OUTFIT,RELEASED
590,MVP,Express yourself on the battlefield.,UNCOMMON,mvp,null,null,2,40,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
591,My Idol!,,UNCOMMON,my-idol,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
592,Neon Cat,Leave your mark.,UNCOMMON,neon-cat,null,null,7,36,null,null,0,0.00,null,null,null,SPRAY,RELEASED
593,Nibbles,Stuffed full of carrots.,EPIC,nibbles,null,null,0,0,Flapjackie,null,0,0.00,null,null,Animal Jackets,BACKBLING,RELEASED
594,Night Cloak,Stealthy and saucy.,EPIC,night-cloak,null,null,6,87,null,null,0,0.00,null,null,Pizza Pit Set,BACKBLING,RELEASED
595,Nightshade,Protector of the sauce,EPIC,nightshade,null,null,6,86,null,null,0,0.00,null,null,Pizza Pit Set,OUTFIT,RELEASED
596,Nite Nite,Sleep tight!,EPIC,nite-nite,null,nite-nite,0,0,null,null,1500,0.00,null,Nite Nite Style,Party Parade Set,OUTFIT,RELEASED
597,Nite Owl,Pull an all-niter.,RARE,nite-owl,null,null,0,0,null,null,800,0.00,null,null,Jailbird Set,HARVESTINGTOOL,RELEASED
598,NiteLite,Never afraid of the dark.,UNCOMMON,nitelite,nitelite,nitelite,0,0,null,null,800,0.00,null,null,Neon Glow Set,OUTFIT,RELEASED
599,Nog Ops,Have youself a little merry skirmish.,UNCOMMON,nog-ops,nog-ops,nog-ops,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
600,Noir,Infiltrating the seedy underbelly of Tilted Towers.,EPIC,noir,null,noir,0,0,null,null,1500,0.00,null,null,Hardboiled Set,OUTFIT,RELEASED
601,Norse Emblem,Concept art,UNCOMMON,norse-emblem,norse-emblem,null,5,13,null,null,0,0.00,null,null,Norse Set,LOADINGSCREEN,RELEASED
602,Norse Llama,Leave your mark.,UNCOMMON,norse-llama,null,null,5,72,null,null,0,0.00,null,null,null,SPRAY,RELEASED
603,#1,Express yourself on the battlefield.,UNCOMMON,number-one,null,null,3,97,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
604,Oblivion,Unending vengeance.,LEGENDARY,oblivion,oblivion,oblivion,0,0,null,null,2000,0.00,null,null,Oblivion Set,OUTFIT,RELEASED
605,Offworld Rig,Intergalactic original,LEGENDARY,offworld-rig,null,null,0,0,The Visitor,null,0,0.00,null,null,null,BACKBLING,RELEASED
606,OG(Remix),Press play for a remixed taste of nostalgia.,RARE,og-remix,null,null,6,92,null,null,0,0.00,null,null,null,MUSIC,RELEASED
607,Oktoberfeast,Never glide on an empty stomach,RARE,oktoberfeast,null,null,0,0,null,null,800,0.00,null,null,Oktoberfest Set,GLIDER,RELEASED
608,Omega,There can be only one.,LEGENDARY,omega,omega,null,4,100,null,null,0,0.00,null,Omega Style,Omega Set,OUTFIT,RELEASED
609,Omen,Your victory has been foretold.,LEGENDARY,omen,omen,omen,0,0,null,null,2000,0.00,null,null,Overseer Set,OUTFIT,RELEASED
610,Omen,Showcase art,UNCOMMON,omen,omen,null,5,66,null,null,0,0.00,null,null,Overseer Set,LOADINGSCREEN,RELEASED
611,Ominous Orb,Gaze info infinity.,LEGENDARY,ominous-orb,null,null,0,0,Fate,null,0,0.00,null,null,Overseer Set,BACKBLING,RELEASED
612,On Fire,Express yourself on the battlefield.,UNCOMMON,on-fire,null,null,2,68,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
613,On The Hook,Reel in a prize catch.,RARE,on-the-hook,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
614,Onesie,Smash that snooze button.,EPIC,onesie,null,onesie,7,87,null,null,0,0.00,null,Onesie Style,Durrr Burger Set,OUTFIT,RELEASED
615,ONI,Leave your mark.,UNCOMMON,oni,null,null,6,80,null,null,0,0.00,null,null,null,SPRAY,RELEASED
616,Onslaught,Unrelenting.,EPIC,onslaught,null,null,0,0,null,null,0,0.00,Omega Challenges,null,Omega Set,HARVESTINGTOOL,RELEASED
617,Opening Night,"We were lured by the smell of popcorn, and stuck around for a movie screening.",UNCOMMON,opening-night,opening-night,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
618,Oracle Axe,Visions of victory.,EPIC,oracle-axe,null,null,0,0,null,null,1200,0.00,null,null,null,HARVESTINGTOOL,RELEASED
619,Orange Justice,It's also a great exercise move.,RARE,orange-justice,null,null,4,26,null,null,0,0.00,null,null,null,DANCE,RELEASED
620,Orbital Shuttle,Cleared for re-entry.,EPIC,orbital-shuttle,null,null,0,0,null,null,1200,0.00,null,null,Space Explorers Set,GLIDER,RELEASED
621,Overtaker,Take over the competition.,EPIC,overtaker,overtaker,overtaker,0,0,null,null,1500,0.00,null,null,Vanishing Point Set,OUTFIT,RELEASED
622,P.A.N.A.D.A Team Leader,Victory now. Nap later.,LEGENDARY,panda-team-leader,panda-team-leader,panda-team-leader,0,0,null,null,2000,0.00,null,null,null,OUTFIT,RELEASED
623,Paper Parasol,A victory umbrella for Battle Royale Season 3.,COMMON,paper-parasol,null,null,0,0,null,null,0,0.00,Victory Season 3,null,null,GLIDER,RELEASED
624,Para-Provisions,Packed at altitude,RARE,para-provisions,null,null,0,0,Maximilian,null,0,0.00,null,null,Aviation Age Set,BACKBLING,RELEASED
625,Paradigm,Untility redefined.,EPIC,paradigm,null,null,0,0,Archetype,null,0,0.00,null,null,Archetype Set,BACKBLING,RELEASED
626,Party Animal,Red plastic cups not included.,EPIC,party-animal,null,null,0,0,null,null,1500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
627,Pastel Patrol,Showcase art for Bunny Brawler and Rabbit Raider.,UNCOMMON,pastel-patrol,pastel-patrol,null,6,21,null,null,0,0.00,null,null,Pastel Patrol Set,LOADINGSCREEN,RELEASED
628,Pathfinder,Uncommon pathfinder outfit.,UNCOMMON,pathfinder,pathfinder,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
629,Pathogen,Pleasantly pathological,EPIC,pathogen,null,null,0,0,Toxic Trooper,null,0,0.00,null,null,Outbreak Set,BACKBLING,RELEASED
630,Patty Whacker,If you can't stand the heat…,UNCOMMON,patty-whacker,null,null,0,0,null,null,500,0.00,null,null,Durr Burger Set,HARVESTINGTOOL,RELEASED
631,Peace,Express yourself on the battlefield.,UNCOMMON,peace,null,null,2,22,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
632,Peekaboo,I see you!,EPIC,null,null,peekaboo,0,0,null,null,1500,0.00,null,Peekaboo Style,Party Parade Set,OUTFIT,RELEASED
633,Penguin,Flightless fasion.,RARE,penguin,null,null,0,0,null,Wegame,0,0.00,Invite Friends,null,null,BACKBLING,RELEASED
634,Penguin,Express yourself on the battlefiedl,UNCOMMON,penguin,null,null,7,68,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
635,Perfect Present,I wonder what it could be?,EPIC,perfect-present,null,null,7,7,null,null,0,0.00,null,null,null,BACKBLING,RELEASED
636,Permafrost,Chiseled from glacial ice.,EPIC,permafrost,null,null,0,0,null,null,0,0.00,Ragnarok Challenges,null,Harbinger Set,HARVESTINGTOOL,RELEASED
637,Persuader,Very convincing.,RARE,persuader,null,null,0,0,null,null,800,0.00,null,null,Solid Steel Set,HARVESTINGTOOL,RELEASED
638,Petunia,For when you’re a pretty flower on a quest for vengeance.,UNCOMMON,petunia,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
639,Pick Squeak,Squeak Squeak! Squeak! Squeak Squeak Squeak!,EPIC,pick-squeak,null,null,0,0,null,null,1500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
640,Pickaxe,A reliable and studry harvesting tool.,COMMON,pickaxe,null,null,0,0,null,null,0,0.00,null,null,null,HARVESTINGTOOL,RELEASED
641,Picnic,"Glide now, picnic latter",,picnic,null,null,6,7,null,null,0,0.00,null,null,Red Riding Set,GLIDER,RELEASED
642,Piledriver,No holds barred.,RARE,piledriver,null,null,0,0,null,null,800,0.00,null,null,Lucha Set,HARVESTINGTOOL,RELEASED
643,Pink Flamingo,"From suburban lawns to the front lines, the Pink Flamingo Pickaxe is always ready for action.",EPIC,pink-flamingo,null,null,0,0,null,null,1500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
644,Pinpoint,Accuracy is paramount,RARE,pinpoint,null,null,0,0,null,Nintendo Switch Bundle,0,0.00,null,null,Double Helix Set,HARVESTINGTOOL,RELEASED
645,Pivot,Primed to pivot with precision.,RARE,pivot,null,null,0,0,null,GeForce Bundle,0,0.00,null,null,null,GLIDER,RELEASED
646,Pixel Ramirez,Leave your mark.,UNCOMMON,pixel-ramirez,null,null,7,89,null,null,0,0.00,null,null,null,SPRAY,RELEASED
647,Pixel Raven,Leave your mark.,UNCOMMON,pixel-raven,null,null,6,89,null,null,0,0.00,null,null,null,SPRAY,RELEASED
648,Pixels Royale,Leave your mark.,UNCOMMON,pixels-royale,null,null,5,26,null,null,0,0.00,null,null,null,SPRAY,RELEASED
649,Plague,The doctor is in...,EPIC,plague,null,plague,0,0,null,null,1500,0.00,null,null,Grim Medicine Set,OUTFIT,RELEASED
650,Planetary Probe,Scanning the unknown,EPIC,planetary-probe,null,null,0,0,null,null,1200,0.00,null,null,Space Explorers Set,GLIDER,RELEASED
651,Plotting,Express yourself on the battlefield.,UNCOMMON,plotting,null,null,4,46,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
652,Plunger,Express yourself on the battlefield,UNCOMMON,plunger,null,null,6,26,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
653,Plunja,The competition is circling the drain,RARE,punja,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
654,Pointer,Get to the point.,RARE,pointer,null,null,0,0,null,Chinese Version of Fortnite,0,0.00,null,null,Fortnite China Set,HARVESTINGTOOL,RELEASED
655,Poised Playmaker,Represent your country in style!,RARE,poised-playmaker,poised-playmaker,poised-playmaker,0,0,null,null,1200,0.00,null,null,Goalbound Set,OUTFIT,RELEASED
656,Poofy Parasail,Puffed up and ready for landing.,RARE,poofy-parasail,null,null,0,0,null,null,800,0.00,null,null,Animal Jackets,GLIDER,RELEASED
657,Pool Party,Express yourself on the battlefield.,UNCOMMON,pool-party,null,null,5,16,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
658,Pool Party,Magically floaty.,EPIC,pool-party,null,null,5,38,null,null,0,0.00,null,null,Rescue Patrol Set,BACKBLING,RELEASED
659,Poolside Paradise,We found a pool party and decided to jump in. Whether we were invited or not doesn't really seem important.,UNCOMMON,poolside-paradise,poolside-paradise,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
660,Pop Lock,Lock it down.,EPIC,pop-lock,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
661,Popcorn,This is gettin' good.,RARE,popcorn,null,null,4,31,null,null,0,0.00,null,null,null,DANCE,RELEASED
662,Porthole,Leave your mark.,UNCOMMON,porthole,null,null,7,48,null,null,0,0.00,null,null,null,SPRAY,RELEASED
663,Positivity,Express yourself on the battlefield.,UNCOMMON,positivity,null,null,3,42,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
664,Positron,Stay positive.,RARE,positron,null,null,0,0,null,null,0,0.00,Carbide Challenges,null,Carbide Set,HARVESTINGTOOL,RELEASED
665,Pot O' Gold,Everything that glitters.,EPIC,pot-o-gold,null,null,0,0,null,null,1200,0.00,null,null,Green Clover Set,HARVESTINGTOOL,RELEASED
666,Pot of Gold,Express yourself on the battlefield.,UNCOMMON,pot-of-gold,null,null,5,97,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
667,Potato Aim,Express yourself on the battlefield.,UNCOMMON,potato-aim,null,null,2,61,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
668,Potato Aim,Leave your mark.,UNCOMMON,potato-aim,null,null,5,80,null,null,0,0.00,null,null,null,SPRAY,RELEASED
669,Powder,Catch the air and kiss the sky.,EPIC,powder,null,null,7,47,null,null,0,0.00,null,Powder Style,Powder Patrol Set,OUTFIT,RELEASED
670,Power Chord,Bring on the noise complaints.,LEGENDARY,power-chord,power-chord,power-chord,0,0,null,null,2000,0.00,null,null,Volume 11 Set,OUTFIT,RELEASED
671,Power Grip,Get a grip.,RARE,power-grip,null,null,0,0,null,Chinese Version of Fortnite,0,0.00,null,null,Fortnite China Set,HARVESTINGTOOL,RELEASED
672,Praise the Tomato,Splatter unto thee.,RARE,praise-the-tomato,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
673,Precision,Tactical and Practical.,RARE,precision,null,null,3,22,null,null,0,0.00,null,null,Black Vector Set,BACKBLING,RELEASED
674,Pretzel Protector,Pass the mustard,EPIC,pretzel-protector,null,null,0,0,Ludwig,null,0,0.00,null,null,Oktoberfest Set,BACKBLING,RELEASED
675,Prickly,Express yourself on the battlefield.,UNCOMMON,prickly,null,null,5,24,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
676,Prismatic,It's so colorful!,RARE,prismatic,null,null,0,0,null,null,800,0.00,null,null,null,GLIDER,RELEASED
677,Propeller Axe,Take it for a spin,RARE,propeller-axe,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
678,Pterodactyl,Saur into battle.,EPIC,pterodactyl,null,null,0,0,null,null,1200,0.00,null,null,Dino Guard Set,GLIDER,RELEASED
679,Pulse Axe,Bleeding edge axe technology.,RARE,pulse-axe,null,null,2,7,null,null,0,0.00,null,null,Storm Fusion Set,HARVESTINGTOOL,RELEASED
680,Pumpernickel,Get pumped.,RARE,pumpernickel,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
681,Pure Salt,All purpose seasoning.,RARE,pure-salt,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
682,Purrfect,It's the cat's meow.,UNCOMMON,purrfect,null,null,0,0,null,null,500,0.00,null,null,Bushido Set,GLIDER,RELEASED
683,Pursuit,On the trail.,LEGENDARY,pursuit,null,null,0,0,Warpaint,Save The World Founder's Pack,0,0.00,null,null,null,BACKBLING,RELEASED
684,Quiet on the Set,"The Monster of Moisty' Scene 23, Take 31 Director's Notes: 'He was finally puckering up when it all cmae crashing down…'",,quiet-on-the-set,quiet-on-the-set,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,Blockbuster Set,LOADINGSCREEN,RELEASED
685,Rabbit Raider,Scary cute.,EPIC,rabbit-raider,rabbit-raider,rabbit-raider,0,0,null,null,1500,0.00,null,null,Pastel Patrol Set,OUTFIT,RELEASED
686,Rabid,Express yourself on the battlefield.,UNCOMMON,rabid,null,null,4,74,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
687,Radiant Striker,Strike first.,RARE,radian-striker,radian-striker,radian-striker,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
688,Rage,Express yourself on the battlefield.,UNCOMMON,rage,null,null,2,19,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
689,Ragnarok,The cold harbinger of fate.,LEGENDARY,ragnarok,null,null,5,100,null,null,0,0.00,null,Ragnarok Style,Harbinger Set,OUTFIT,RELEASED
690,Raider's Revenge,"Wrapped in rusty barbed wire, and ready to settle the score.",EPIC,raiders-revenge,null,null,1,35,null,null,1500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
691,Rainbow,Freefall in style.,RARE,rainbow,null,null,3,20,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
692,Rainbow,Leave your mark.,UNCOMMON,rainbow,null,null,4,10,null,null,0,0.00,null,null,null,SPRAY,RELEASED
693,Rainbow,Express yourself on the battlefield.,UNCOMMON,rainbow,null,null,4,42,null,null,0,0.00,null,null,n,EMOTICON,RELEASED
694,Rainbow Rider,Everything's puppies and rainbows and unicorns and sunshine and..,RARE,rainbow-rider,null,null,3,15,null,null,0,0.00,null,null,Sunshine and Rainbows Set,GLIDER,RELEASED
695,Rainbow Smash,Beat the stuffing out 'em.,EPIC,rainbow-smash,null,null,0,0,null,null,1500,0.00,null,null,Sunshine and Rainbows Set,HARVESTINGTOOL,RELEASED
696,Rambunctious,The embodiment of boundless energy.,RARE,rambunctious,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
697,Ranger,A ranger outfit.,UNCOMMON,ranger,ranger,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
698,Rapscallion,Bail out of the Battle Bus.,EPIC,rapscallion,rapscallion,rapscallion,0,0,null,null,1500,0.00,null,null,Jailbird Set,OUTFIT,RELEASED
699,Raptor,Go ahead. Buzz the tower. You've earned it.,UNCOMMON,raptor,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
700,Raptor,Royale Air Force Test Pilot,LEGENDARY,raptor,raptor,raptor,0,0,null,null,2000,0.00,null,null,null,OUTFIT,RELEASED
701,Raptor,Concept art,UNCOMMON,raptor,raptor,null,3,76,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
702,Raptor Satchel,Royale Air Force standard issue.,LEGENDARY,raptor-satchel,null,null,0,0,Raptor,null,0,0.00,null,null,null,BACKBLING,RELEASED
703,Ravage,"Circling overhead, shrouded by night…",LEGENDARY,ravage,ravage,ravage,0,0,null,null,2000,0.00,null,null,Nevermore Set,OUTFIT,RELEASED
704,Ravage,Showcase art for Ravage,UNCOMMON,ravage,ravage,null,6,84,null,null,0,0.00,null,null,Nevermore Set,LOADINGSCREEN,RELEASED
705,Raven,Brooding master of dark skies.,LEGENDARY,raven,raven,raven,0,0,null,null,2000,0.00,null,null,Nevermore Set,OUTFIT,RELEASED
706,Raven,Leave your mark.,UNCOMMON,raven,null,null,4,72,null,null,0,0.00,null,null,null,SPRAY,RELEASED
707,Raven,Concept art,UNCOMMON,raven,raven,null,4,92,null,null,0,0.00,null,null,Nevermore Set,LOADINGSCREEN,RELEASED
708,RAWR,Tyrannosaurus Royale,RARE,rawr,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
709,Razor Edge,On the verge of being too sharp.,RARE,razor-edge,null,null,0,0,null,null,800,0.00,null,null,Apex Protocol Set,HARVESTINGTOOL,RELEASED
710,Reaction Tank,Pressurized.,RARE,reaction-tank,null,null,0,0,Instinct,null,0,0.00,null,null,null,BACKBLING,UNRELEASED
711,Reanimated,Dancing from beoynd the Rave!,EPIC,reanimated,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
712,Reaper,Harvest resources... and souls with the limited edition reaper pickaxe.,RARE,reaper,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
713,Rearguard,Sturdy guardian.,EPIC,rearguard,null,null,5,55,null,null,0,0.00,null,null,Norse Set,BACKBLING,RELEASED
714,Reckoning,,EPIC,reckoning,null,null,0,0,null,null,0,0.00,Calamity Challenges,null,null,HARVESTINGTOOL,RELEASED
715,Recon Expert,Rare recon expert outfit.,RARE,recon-expert,recon-expert,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
716,Recon Scout,Rare recon scout outfit.,RARE,recon-scout,recon-scout,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
717,Recon Specialist,Rare recond specialist outfit.,RARE,recon-specialist,recon-specialist,recon-specialist,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
718,Red Card,Foul play!,UNCOMMON,red-card,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
719,Red Knight,The red menace of Anarchy Acres.,LEGENDARY,red-knight,red-knight,red-knight,0,0,null,null,2000,0.00,null,null,Fort Knights Set,OUTFIT,RELEASED
720,Red Knight,Showcase art,UNCOMMON,red-knight,red-knight,null,5,76,null,null,0,0.00,null,null,Fort Knights Set,LOADINGSCREEN,RELEASED
721,Red Shield,The Red Knight's lengedary shield.,LEGENDARY,red-shield,null,null,0,0,Red Knight,null,0,0.00,null,null,Fort Knights Set,BACKBLING,RELEASED
722,Red-Nosed Raider,It's time for some reindeer games.,RARE,red-nosed-raider,red-nosed-raider,red-nosed-raider,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
723,Redline,Revving beyond the limit.,EPIC,redline,null,null,5,23,null,null,0,0.00,null,null,RPM Set,OUTFIT,RELEASED
724,Reef Ranger,Dive into the fray.,EPIC,reef-ranger,reef-ranger,reef-ranger,0,0,null,null,1500,0.00,null,null,Divemasters Set,OUTFIT,RELEASED
725,Reflex,"Quick to react, first to retaliate",RARE,reflex,null,reflex,0,0,null,GeForce Bundle,0,0.00,null,null,null,OUTFIT,RELEASED
726,Regal Wave,Greeting royale.,UNCOMMON,regal-wave,null,null,6,6,null,null,0,0.00,null,null,null,DANCE,RELEASED
727,Remus,Untamed and unafraid,EPIC,remus,null,null,7,35,null,null,0,0.00,null,Remus Style,null,PET,RELEASED
728,Renegade,Uncommon renegade outfit.,UNCOMMON,renegade,renegade,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
729,Renegade Raider,Rare renegade raider outfit.,RARE,renegrade-raider,renegrade-raider,renegrade-raider,0,0,null,null,1200,0.00,null,null,Storm Scavenger Set,OUTFIT,RELEASED
730,Renegade Roller,Go on a roll.,EPIC,renegade-roller,null,null,0,0,null,null,1200,0.00,null,null,Aerosol Assassins Set,HARVESTINGTOOL,RELEASED
731,Rescue Paddle,Life preserver?,RARE,rescue-paddle,null,null,0,0,null,null,800,0.00,null,null,Rescue Patrol Set,HARVESTINGTOOL,RELEASED
